Unnamed: 0,index,song,year,artist,genre,lyrics
108846,108846,stop-diggin-on-da-d-l,2006,esham,Hip-Hop,Can I dig ya on the D L Pure satisfaction Tricks be real Time for some action I'm one of those niggas that don't smile But fuck that pussy like it's goin out of style For a while I've been gone but I'm back I kept the super sperm trapped in the jimmy hat I gotta bitch I been dyin to fuck So many niggas tryin to fuck In line to fuck Baby girl you got it goin on Hit the motel to the break of dawn Late night with my late night freak Nigga on the creep once the city falls asleep I like to dig these hoes dig this here I bust a nut in a magic trick then disappear But you still unaware cause you blind hoe You out yo mind hoe So stop diggin on the down low Chorus X2 He wanna dig it dig it She wanna dig it dig it We wanna dig it on the down low Now it's alot of hoes in my city And this shit's true Everybody's fuckin But who's fuckin who I gotta watch the bitch with the big fat butt Cause she want the nigga with the big fat nuts A man is measured by the things that he has And if you ain't got shit Well I guess you ain't shit unless Yo game is tight Yo name is right wrong you can get the bitch for the night Cause cash rules everything Around Me Money make a bitch pull her panties down G And yo you just don't know It could be your hoe yo So stop diggin on the down low Chorus X2 Niggas wanna dig what I dug when I dig it Some wanna squig what I squg when I squig it So dig it I'm wicket And ain't nothin like cheap sex love is free But a bitch gotta pay me Ain't nothin goin on but the rent Love's like time cause it all gets spent On bullshit day in and day out Some hoes think trickin won't play out Now who's that nigga bust a gang of nuts In a gang of sluts But you still don't hear me though Relax your mind and tricks unwind Check the Morris Day cause it's time Stop diggin on the down low Chorus X2 Woman singing 
345010,345010,i-m-throwing-rice-at-the-girl-i-love,2007,george-morgan,Country,I'm throwing rice at the girl that I love After she just said I do I'm throwing rice with a smile on my lips But my heart is breaking in two Oh she was my gal he was my pal But she loved him better somehow I stepped aside after I kissed the bride And I'm throwing rice at her now Oh I stepped aside 
227692,227692,if-you-need-somebody,2016,bonnie-raitt,Rock,I hate to see you bumming But boy I saw it coming That girl just wasn't meant for you I see you going through em And nothing I can do and I could kick myself for not telling you The way I feel about you held back so long If you need somebody To be the one to see you through If you want somebody Who knows you just the way I do If you're tired of searching baby And your heart's about to run aground You only got to turn around 'Cause I've been waiting Never could have guessed it Best friends since we were kids But now I lose it every time that you're near With every new dead end It's getting harder to pretend When I know all you need is standing right here The way I feel about you held back so long If you need somebody To be the one to see you through If you want somebody To understand you like I do If you're tired of searching baby And your heart's about to run aground Only got to turn around And when you're all alone And your heart keeps saying You just can't take it Just take a look around And you just might find I'm a chance worth taking The way I feel about you a love so strong If you need somebody To be the one to see you through If you want somebody To understand you like I do If you're tired of searching baby Your heart's about to run aground Only got to turn around 'Cause I've been waiting Waiting baby Ooh I been waiting on you
13476,13476,people-change,2012,for-king-country,Pop,Wanna tell you I'm alright Wanna say I'm not in pain But I would just be telling lies I'm not okay I'm not okay Wanna travel back in time Say the things I didn't say I wanna tell you everything If it's not too late Is it too late Will you be there if I call Will you leave me in the rain If I say it's all my fault Will you still walk away I understand if you're afraid But people change People change Stay awake and talk to me Let me hold you while you sleep I've been out here on my own But you're my home You're my home Will you be there if I call Will you leave me in the rain If I say it's all my fault Will you still walk away I understand if you're afraid But people change People change I'm not gonna let you down this time Darling don't be afraid People change And I can change Will you be there if I call Will you leave me in the rain If I say it's all my fault Will you still walk away I understand if you're afraid But people change People change People change People change
344448,344448,welcome-home-sanatarium,2007,bullet-for-my-valentine,Metal,Welcome to where time stands still No one leaves and no one will Moon is full never seems to change Just labeled mentally deranged Dream the same thing every night I see our freedom in my sight No locked doors no windows barred No things to make my brain seem scarred Sleep my friend and you will see The dream is my reality They keep me locked up in this cage Can't they see it's why my brain says rage Sanitarium leave me be Sanitarium just leave me alone Build my fear of what's out there Can I breathe the open air Whisper things into my brain Assuring me that I'm insane They think our heads are in their hands But violent use brings violent plans Keep him tied it makes him well He's getting better can't you tell No more can they keep us in Listen damn it we will win They see it right they see it well But they think this saves us from our hell Sanitarium leave me be Sanitarium just leave me alone Sanitarium just leave me alone Fear of living on natives getting restless now Mutiny in the air got some death to do Mirror stares back hard kill it's such a friendly word Seems the only way for reaching out again
328166,328166,strawberry,2006,bottlefly,Rock,The girl with the rainbow eyes and hair Is floating around me floating around me Feel the honey breeze I hear the beautiful Love birds singing the love words Dancing round the tree she's singing I'm so free loving everything Love is a strawberry Shut my eyes cover me with cream Love is a strawberry The psychedelic sun burns on the candyfloss Clouds flying by now She belongs to me and I see She wants to excite you she wants to ignite you Dancing round the tree she's singing Chorus repeat
251742,251742,zing-went-the-strings-of-my-heart,2016,the-coasters,Rock,"Never could carry a tune Never knew where to start You came along when ev'rything was wrong And put a song in my heart Dear when you smiled at me I heard a melody It haunted me from the start Something inside of me Started a symphony Zing Went the strings of my heart 'Twas like a breath of spring I heard a robin sing About a next set apart All nature seemed to be In perfect harmony Zing Went the strings of my heart Your eyes made skies seem blue again What else could I do again But keep repeating through again ""I love you I love you"" I still recall the thrill I guess I always will I hope twill never depart Dear with your lips to mine A rhapsody divine Zing Went the strings of my heart"
328688,328688,harmony,1973,elton-john,Rock,Hello baby hello Haven't seen your face for a while Have you quit doing time for me Or are you still the same spoiled child Hello I said hello Is this the only place you thought to go Am I the only man you ever had Or am I just the last surviving friend that you know Harmony and me We're pretty good company Looking for an island In our boat upon the sea Harmony gee I really love you And I want to love you forever And dream of the never never never leaving harmony Hello baby hello Open up your heart and let your feelings flow You're not unlucky knowing me Keeping the speed real slow In any case I set my own pace By stealing the show say hello hello
315750,315750,from-a-jack-to-a-king-ned-miller,2008,classic-country,Country,From a Jack to a King From loneliness to a wedding ring I played a Ace and I won a Queen An walked away with your heart From a Jack to a King With no regrets I stacked the cards last night And Lady Luck played her hand just right You made me King of your heart For just a little while I thought that I might lose again Then just in time I saw the twinkle in your eye From a Jack to a King From loneliness to a wedding ring I played a Ace and I won a Queen You made me King of your heart For just a little while I thought that I might lose again Then just in time I saw the twinkle in your eye From a Jack to a King From loneliness to a wedding ring I played a Ace and I won a Queen You made me King of your heart 
161489,161489,at-least-i-m-not-as-sad,2011,fun,Rock,"Have you ever wondered about our old nu metal friends and what became of them Turns out I saw them a couple of days ago They were laughing and drinking and smoking and singing C'mon can you count all the notches in your belt I'd rather not let's just say I'm starving myself Baby put your name down on a piece of paper I don't want no savior baby I just wanna have a good time Oh oh At least I'm not as sad as I used to be And they said ""Hey Nate yeah it's been a while Are you gonna sing "" And I began to smile and I said ""You should've seen me a couple of years ago I was laughing and drinking and smoking and singing "" C'mon can you count all the loves that didn't last It's such a gas when you bring up the past Baby put your name down on a piece of paper I don't want no savior baby I just wanna get it out Oh oh oh at least I'm not as sad as I used to be Oh oh oh at least I'm not as sad as I used to be At least I'm not as sad as I used to be And they say we would've seen you two years ago Had you stuck around or come out to a show But youth's taken over by rock and roll While we were laughing and drinking and smoking and singing So I left That is it That's my life nothing is sacred I don't keep friends I keep acquainted I'm not a prophet But I'm here to profit That's s all I'm gone That's my life nothing is sacred I don't fall in love I just fake it I don't fall in love I don't fall in love "
53185,53185,walkin-out-the-door,2011,deer-tick,Country,well i forget when i began oh swimming in the sand i guess it hit me with a man is just a man so i tried to get some truth outta these clothes that i outgrew i cut my way to the back of the line and i found you but i know you don't see me like before but you'll never catch me walkin out that door and i've been living here for years but there's a stranger in the mirror well it's a rat race baby making money off of what we feared and to the kids who have some words about my friends or about her why don't you step out of the ghetto say exactly what you learn 'cause we ain't taking their shit anymore that's why you'll never catch me walkin out that door i wanted to be all the things that you adore i wanted you to see your change but i ain't them and i know that well you ain't leaving me behind well i should step up to the plate instead of sleep away my days dreamin 'bout a time that's long since gone by here i go again isolating all my friends inviting people to my party but not letting anyone in and it doesn't seem like it's worth fighting for so grab your bullshit i'm showin you that door
140013,140013,i-don-t-take-but-a-few-minutes,2007,chuck-berry,Rock,When I see those big brown eyes is when I take my queue It don't take me but a few minutes to get a message through I talked to you and you talked to me and we talked to one another It don't take us but a few minutes to understand each other If I was twenty three years old and you were twenty two I bet no one would try to run our lives the way they do We take a chance and try romance be true to one another It don't take us but a few minutes when we want each other If I was in San Diego and you were in Portland Maine I'd fly to you lock stock and bone in hail and pouring rain Over the mountains through the valleys coming home to each other It don't take us but a few minutes to get to one another You would write a love song and play on my guitar And if you should in Hollywood become a movie star Would you let your heart forget I loved you and you only It don't take but a few minutes when you're feeling lonely
91940,91940,fire-fire,2012,flyleaf,Rock,Almost thought we made it home But we don't know this place at all That's enough now dry your tears It's been a long eleven years Fire fire fire Fire from the tongues of liars You're ashamed of where you're from Crying cause your father's drunk We can't die because we're young At least that's what we heard in a song Fire fire fire Fire from the tongues of liars Fire fire fire Fire from the tongues of liars You're ashamed of what you've done Crying cause your father's wrong Trying to be something new You'll feel that you had something to prove What you confuse for glorious fire This fire from the tongues of liars What you confuse for glorious fire Is fire from the tongues of liars This fire from the tongues of liars Fire fire Fire from the tongues of liars Fire fire Fire from the tongues of liars Fire fire fire Fire from the tongues of liars Fire fire fire Fire from the tongues of liars You're afraid of who you are Crying cause your father's done Clinging to your youthful truth You'll find that you've nothing to lose You'll find that you've nothing to prove
230855,230855,dangerous-mood,2015,b-b-king,Rock,Look out baby I'm in a dangerous mood I done called up the boss man Told him where to go And just what to do Call me crazy But i did what I had to do You can call me stupid I just did what I had to do I had to steal a little time baby So I could spend it all on you I parked the car down the street And I unplugged the phone So it would look just like Ain't nobody home I put a rose on your pillow Where you lay your pretty head I'm gonna rub your tired shoulders Bring your dinner to your bed Look out baby I'm in a dangerous mood I had to steal a little time baby So I could spend it all on you I'm gonna light a candle Put the champagne on ice And if one ain't enough Well we'll just have to do it twice I done made myself a will And I've called my next of kin 'Cause I'm gonna love you over And over and over Again and again Look out baby I'm in a dangerous mood I had to steal a little time baby So I could spend it all on you Look out baby I'm in a dangerous mood Look out baby I'm in a dangerous mood I just this one last paycheck baby And I'm gonna spend every dime on you
60138,60138,roman-sky,2016,avenged-sevenfold,Rock,"As the embers rose through the Roman sky Tell me were you calm when they took your life Just before you go tell us how the heavens flow Weightless evermore as you walk beyond that door Shine forever true Shared with us the world well before your time Though they took your voice words forever shine Just before you go tell us how the heavens flow Weightless evermore as you walk beyond that door Shine forever true As they spoke your fate a fearless man replied ""As you will sentence me your fear is beyond mine"" Just before you go tell us how the heavens flow Weightless evermore as you walk beyond that door Shine forever true"
316321,316321,la-familia,2006,foxy-brown,Hip-Hop,Verse one foxy brown Ill na na cap em the firm team can stop em 36 moves 37 ways triple days triple pays Na na fox boogie firm momma kineiver Lady gadiva like scarlet whichever o'hara It's hazardous we lays the lazarus Dip and probably find her behind the liner three na na So what the deal God I kill for these three for real You soar cause you bustin off shit to get ya rocks off The therough the crime organized mad deniro And six point one five desero like hero' Team let's roll on em watch em turn bitch 'mega stole on em that's how we play this I slay this copped the pair of fours fucked the draws Really his pretty had the nigga leary Mad dipped in nas you flipped this Sos with vso's twisted from seperate the real from the fucked up We switch up I gave the stroke though Ill skin color coco we loco love is love talk the tre` ocho Status illmatic whatever raw dealer for real a Baby girl yet it's la familia I die in a minute for em so side dipped The four poin six range rover the feelin over From castilano to columbo easy the genevezy Firm stay jigged in trash and pass I swear You know the lose there straight cop threes Can't knock thees and drop threes we cop cheese Verse two nature Peace and diagnosis properly supply the dosage Leave them stuck like parol niggaz and breathes the focus Nigga when I squeeze ya pleads is hopeless we wet though I jet from the block niggaz can spot me like ufo's Dressed the low jumped in the q front for who No need to stress it though smokin my dope countin decimals Recognize this real thugs respect violence The 1 9 9 6 some are rather dry snitch Coruptfully my whole team recieve to be Some are spare guns shootin fair ones in the public streets Believe the worst so it seems the whole team is cursed We totured drain the whole heat and squeeze first Never ending tales when niggaz fall but some prevail They fake callin us together like four navy war seals Must I start pullin jooks or place my trust in god Force to cover my face cameras held the case can solve Ya faith disolves when hump against the next coming For now I focus on nature bet I win something Verse three nas escobar I die for my niggaz stick you for pies and lie for my niggaz Plead guilty and get the chair and fry for my niggaz It's essential that we all is there like ya mental We've been through life cold blood living simple Though we learned from old dogs that made it peeped who they played it We rated and then evaluated calculated age is weepy The days that we see chips freely beyond whips and tvs Stock bonds lou flipped the cds Niggaz hate to see you on top they'd rather be you what not I keep the dessert evil poncot spot the vickidees guy quick While poppin shit that leave ya shot quicker than a hop skip Specialize in fly shit bs on my breath while niggaz gossip On the tostic I'm on some doe or die shit Verse forus az the vizuliza Check my lingo and all the white ice that make my rings glow I've seen doe got a dime wife who sandimingo Face it it's mathematics basics far from fake shit My mind is sacred my spins shine like a cuban braclet Egyptian pharoah roll the coke that used to give me powder Now I enhale from buckshots through my double barrel Beneath the town is how it's sounds travels so what have you Keep minds bests never stopping until they grab you Used to bust shit down wit test stocks and trust funds Cheese and cds so my seed can so touch some the foulness I once provoked is now behind me it gonna take more than sellin coke To now to bind me you had me thinkin I got to push leek To keep from sinking that can out way life That keep live niggaz from linkin I saw it coming That's why slowed down from from dumbin most of my crew was runnin' Can't even afford a summons
261786,261786,california-sun,2014,the-dictators,Rock,Well I'm going out west where I belong Where the days are short and the nights are long Where I'll walk And they walk I'll twist And they twist And I'll shimmy And they shimmy And I'll fly And they fly Where they're out there having fun In the warm California sun Well I'm going out west Out on the coast Where the California girls Are really the most And I'll walk And they walk I'll twist And they twist And I'll shimmy And they shimmy And I'll fly And they fly Where they're out there having fun In the warm California sun Well the girls are frisky In old Frisco A pretty little chick Wherever you go And I'll walk And they walk I'll twist And they twist And I'll shimmy And they shimmy And I'll fly And they fly Where they're out there having fun In the warm California sun Where they're out there having fun In the warm California sun
175343,175343,ladies-fellas,2007,bomfunk-mc-s,Electronic,Ladies Fellas Yes Beat it God damn Been round the way Hmmm like a gypsy Met many MC's Drunk lot of whisky Never said no for a passing reefer Cut down dirty to do the deeta deeta And if you don't know exactly what I mean a Then you have missed the world's best party a Now I'm only teasing juggling about Cause later tonight we gonna let it hang out So ladies baby baby babies If you're feeling right And you're not uptight Then let me invite you to 1055 That's my room number hypnotic lights Anything can happens so come bring your friend Get your backstage passes from the soundman Grab something to drink enjoy the environment And when the morning comes let's play the innocent All the ladies throwing panties on the stage And all the fellas with the funky demo tapes All the ladies with the smile on their face And all the fellas make space in the mess All the ladies throwing panties on the stage And all the fellas with the funky demo tapes All the ladies with the smile on their face And all the fellas let's blaze in the maze Yes Beat it God damn Oh yes oh yes oh yes its fabulous One of the best fields almost miraculous God bless when we be dropping this I'm so excited I'm balding my chest An emotion from the lightheaded But still up high no I never forget it See it always worked by the planes and limos Behind the scenes checking close in the chicken eating cold chicken Better stop reminiscing listen back to PG party Are we still alive Let me hear my peeps Do we need more vibes raising up the heat No we won't stop until we can no more It's the hyped out funk make making it sure That every time we drop you gots to adore Do it so phatt it must be the bomb All the ladies throwing panties on the stage And all the fellas with the funky demo tapes All the ladies with the smile on their face And all the fellas make space in the mess All the ladies throwing panties on the stage And all the fellas with the funky demo tapes All the ladies with the smile on their face And all the fellas let's blaze in the maze Yes Beat it God damn You still got the juice to boost up this mother Right about now is the funk soul brother You say what like original nutta We keep coming back like Rocky Balboa Undefeated Undisputed Champion Number one You want some Bring it on Come on come on come on come on Ooh wee you know we love to party Ooh wee and we just started Ooh wee we wanna get naughty Ooh wee so come and join the party Ooh wee you know we love to party Ooh wee and we just started Ooh wee we wanna get naughty Ooh wee so come and join the party All the ladies throwing panties on the stage And all the fellas with the funky demo tapes All the ladies with the smile on their face And all the fellas make space in the mess All the ladies throwing panties on the stage And all the fellas with the funky demo tapes All the ladies with the smile on their face And all the fellas let's blaze in the maze Yes Beat it God damn
31254,31254,bluebird-wine,1975,emmylou-harris,Country,Baby brought me in out off the highway Poured my right good liquor down the sink Straightened out my crooked ways of thinking And made it purely pleasure when I drank And it's all right now I've just hit my stride Right off the bat I'm drunk on Bluebird wine Baby's up and running in the mornin' Says she's got a million things to do yeah While I'm gone just you go get your guitar Write some pretty song about me and you And it's all right now I've just hit my stride Right off the bat I'm drunk on Bluebird wine Baby says she'd really love a party Get some friends together feelin fine yeah Any friend of mine is worth his habit A belly full of baby's Bluebird wine And it's all right now I've just hit my stride Right off the bat I'm drunk on Bluebird wine Yes it's all right now I've just hit my stride Right off the bat I'm drunk on Bluebird wine
220696,220696,quiet-life,2007,the-damage-manual,Rock,I need to go to the place where the blackouts live Need to roll like a corpse to the graveyard shift Couldn't ask for more cold than a collapsing rock Over consciousness eyes under electric shock I need to use these fingers wrapped around this knife Oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Never mind the obsessed they don't remember When all of our waking hours were spent submerged again Need a solid year removed from solid light Need to disappear I need a quiet light I need to use these fingers wrapped around this knife Oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Quiet life oh I would kill for a quiet life I need to use these fingers wrapped around this knife Oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Quiet life oh I would kill for a quiet life Oh I would kill for a quiet life Oh I would kill for a quiet life Oh I would kill for a quiet life
162603,162603,go-find-your-saint,2005,frank-black,Rock,Had no life I was feeling like Some kind of unfinished project I had a friend John He said let me turn you on To the saint of Inanimate Objects Go find go find your saint Pill by pill a miracle occurred The whole world got better How I prayed until I said the words I knew would upset her She said get off your knees and don't tarry I ain't gonna be what I ain't Go find go find your saint Go find go find your saint I packed my bags I never did look back But I'm glad that I met her Go find go find your saint Go find go find your saint Go find go find your saint Go find go find your saint
225443,225443,my-enemy,2007,enchant,Rock,So safe within this cozy little cell No risk at all throwing coins into a well I lust for gold but shutter at the price Reward I want but not the sacrifice And the target's well with in my sights But my hands won't release the bow I've been pulling back on it so long I've forgotten how to let it go And I know I have the means But my will is gone And I fear I won't succeed so I'm holding on A life passes by I watch passively I'm haunted by time my enemy I fear that I'm bound I fear that I'm free And haunted by time my enemy I'm frozen by the fast approaching night A dear that stares into oncoming light It's time for me to come down from the fence But either side invites a consequence Waiting for the door to open wide Waiting for the stones to find their place The price it never seems to leave my hands Intentions never help me in the race And I know I have the means But my will is gone And I fear I won't succeed so I'm holding on A life passes by I watch passively I'm haunted by time my enemy I fear that I'm bound I fear that I'm free And haunted by time my enemy So I'm safe within my cozy little shell No risk at all just wishing to myself The price of gold more than I care to spend But the cost of life is to chance the consequence And the target's well with in my sights But my hands won't release the bow I've been pulling back on it so long I've forgotten how to let it go And I know I have the means But my will is gone And I fear I won't succeed so I'm holding on A life passes by I watch passively I'm haunted by time my enemy I fear that I'm bound I fear that I'm free And haunted by time my enemy
279193,279193,sad-about-girls,2006,elvis-costello,Rock,To all the girls that awake to escape in the morning You want to leave him without even a warning a trace or a calling card Sad about girls who know perfectly well why he's so sad about this girl He's so mad about this girl tonight So understanding oh she's so undemanding So in control so on the whole she's so good to you until it gets to you Sad about girls in your polythene world Where you unwrap and rewrap and know when she leaves That the next girl to suffer putting you Unwrap and love you before she can know you She's just got to show you the way that you're gonna be sad Sad about girls that awake to escape in the morning Get up and leave without even a warning But no where is sad as the girls in the night So ready to please you so ready to bite Sad about girls who know perfectly well he's so sad about this girl You're so sad about your girl tonight Sad about girls tonight So sad about girls tonight
56098,56098,everyday,2007,erasure,Pop,Everyday it's a gettin closer Goin faster than a roller coaster Love like yours will surely come my way A hey a hey hey Everyday it's a gettin faster Everyone said go ahead and ask her Love like yours will surely come my way A hey a hey hey Everyday seems a little longer Every way love's a little stronger Come what May do you really long for True love from me Everyday it's a gettin closer Goin faster than a roller coaster Love like yours will surely come my way A hey a hey hey Everyday seems a little longer Every way love's a little stronger Come what may do you really long for True love from me Everyday it's a gettin closer Goin faster than a roller coaster Love like yours will surely come my way A hey a hey hey Love like yours will surely come my way A hey a hey hey Love like yours will surely come my way
210971,210971,psychopathologist,2006,carcass,Metal,Effervescing entrails corroding after years The stench of the canker brings me no tears Festering tumours of cancerous decay Gnawed and chewed by maggots with malicious hate I like to slide my hand inside your stomach And rip out the putrid remains Drink the pus and munch on the internal organs Until all the casket is drained It's fun being a pathologist slicing up corpses Especially when they have just been exhumed I like doing autopsies on festering carcasses I get high sniffing on all the fumes Solo Inquisitive Brutality The sound of rancid juices sloshing around your coffin The mould and the gore remind me of that you're rotting Congealed blood clotted around both sets of veins The beautiful colour of your decomposing brain
95827,95827,a-good-man-is-hard-to-find,2006,bruce-springsteen,Rock,It's cloudy out in Pittsburgh It'ss raining in Saigon Snow's fallin all across the Michigan line Well she sits by the lights of the Christmas tree With the radio softly on Thinkin how a good man is so hard to find Well once she had a fella Once she was somebody's girl And she gave all she had that one last time Now there's a little girl asleep in the back room She's gonna have to tell about the meanness in this world And how a good man is so hard to find Well there's pictures on the table by her bed Him in his dress greens and her in her wedding white She remembers how the world was the day he left And now how that world is dead And a good man is so hard to find She got time now for Casanovas Yeah those days are gone She don't want that anymore she's made up her mind Just somebody told her As the nights get on When a good man is so hard to find Well she shuts off the TV And without a word Into bed she climbs Well she thinks how it was all so wasted And how expendable their dreams all were When a good man was so hard to find Well it's cloudy out in Pittsburgh
131862,131862,rapps-on-deck,2006,aceyalone,Hip-Hop,Uhh yeah today is Easter So what Uhh yeah When I rock the beat it sounds so incredible When I put it down it's so unforgettable Shootin this gift is just so enjoyable Truth of the matter is so unavoidable Right over the track you can hear my flow But watch for the train cause it doesn't move slow I like to gain mo mental men blow I know by the symptoms the system is malfunctioned But how can you function without any plan to put it in your own hands but I doubt it See we was all put here so you could put a foot here on my neck You better bring a tec technician cause permission was respect when I kick For the mic check and the almighty intellect So let's take time to reflect they haven't got me yet Place your bets rapps on deck When I rock the beat it sounds so incredible When I put it down it's so unforgettable Shootin this gift is just so enjoyable Truth of the matter is so unavoidable Motherfuckers walk with they nose up And they all seeing third eye closed up And the green eyed monster waitin in the cut Just to fuck em up I know the streets gon suck em up Turn on your television check out the media And let it captivate you follow the needier There's no experience in your interview 30 words a minute we won't be needin you So let your hustle guide and don't you be afraid And if you come up sho't that's how the game was played First it's Dr Jekyll and then it's Mr Hyde It was a groovy ride now kiss yo ass goodbye And you can make it through and you can make away I'll keep on mockin you until the break of day Yeah uhh uhh yeah rapps on deck When I rock the beat it sounds so incredible When I put it down it's so unforgettable Truth of the matter is so unavoidable Shootin this gift is just so enjoyable Uhh yeah rapps on deck rapps on deck Happy Easter Alright cut it
361875,361875,it-s-come-to-this,2006,fuel,Rock,And I found my head uncrowned and all life's sweet nectar flowing down the cracks and seams wasted on some petty little prayers And I reached up for despair but I was well below that charished stage and all my mangled hopes all songs unsung I fear I've wasted all my sun I fear I've wasted all my time Everything is faded Smiles are fabricated now I fear I've wasted all my sun I fear I've wasted all my time Held my eyes closed for too long And I ran out through the streets in hopes that I might find it there but all my buildings stared back at me tentantless and bare and I reached up for the sky but it always seems so far away transcendent thoughts you gave lie to atrophied and broken I fear I've wasted all my sun I fear I've wasted all my time Everything is faded Smiles are fabricated now I fear I've wasted all my sun I fear I've wasted all my time Held my eyes closed for too long And I sat when I should have stood swallowed when I should have spit until now I only recognize me in pictures taken long ago and all the changes simply haunt and never go away a friend will tell when I hit hell I may not feel the change Held my eyes closed for too long Held my eyes closed for too long Just before I go don't you offer any sweet advice because where were all your shoulders when I needed them for so long ago and now with legs weak and weary from this silly dance with a suitcase full of memories pack my bags and slowly drift away
159532,159532,conscious,2015,britney-spears,Pop,Get with this I'll take you boy I'll make you yeah My fingertips Against your lips I'll move my hips Come with me tonight Alright alright I don't really wanna be pushy But you got me feeling lovely tonight tonight I don't really wanna be pushy But you got me feeling lovely tonight tonight You are my conscious Forsake you I won't You are my conscious Forsake you I won't I won't You are my promise Don't break me apart ever ever I don't wanna be alone So come with me tonight Tongight come with me yeah Undressing me With your eyes and Butterflies come and Don't hesitate Just do your thing Baby don't be lame Come with me tonight Alright alright I don't really wanna be pushy But you got me feeling lovely tonight tonight I don't really wanna be pushy But you got me feeling lovely tonight tonight You are my conscious Forsake you I won't I won't You are my promise Don't break me apart ever ever I don't wanna be alone So come with me tonight
70493,70493,show-me,2011,big-time-rush,Rock,Guys like me Like girls like you And girls like you Like guys like me You know A place at night And hide the lights You dressin light It's feelin right I hear didn't waves I see you wave I'm stayin put You stay away The track begins You pull me in I touch your skin You're tremblin' It's in your eyes You're here to win So let the game the game begin I I I I Wanna see you you you you Telling me That that That you got what I need To pretty girl don't speak Baby show me By the way you hold me Way that you control me Speed me up or slow me Oh when I'm lonely Full of stormy weather Can you make it better I heard what you told me So o oh show me Do what you want But not before Ain't talked enough Let's talk some more You kinda cute Don't hit the mute Just aim and shoot I'll get the boot I I I I Wanna see you you you you Telling me That that That you got what I need To pretty girl don't speak Baby show me By the way you hold me Way that you control me Speed me up or slow me Oh when I'm lonely Full of stormy weather Can you make it better I heard what you told me So o oh show me Guys like me Like girls like you And girls like you you Like guys like me me Guys like me Like girls like you And girls like you Like guys like me Baby show me By the way you hold me Way that you control me Speed me up or slow me Oh when I'm lonely Full of stormy weather Can you make it better I heard what you told me So o oh show me Guys like me oh yeah Like girls like you for the stormy weather And girls like you whoa Like guys like me Oh when I'm lonely Full of stormy weather Can you make it better I heard what you told me So o oh show me La la la la la la La la la la la la La la la la la la
249886,249886,i-wasn-t-looking-for-you,2006,dixie-chicks,Pop,It never crossed my mind Who was going to be there for me to hold and touch Like I do oooh It never mattered much I never thought I'd care I wasn't looking for you Must've been blind There was going to be that someone waiting for me I couldn't see You stole my heart Nothing I could do oooh I wasn't looking for you Lay down my heart lay down yours too It was the easiest thing I ever had to do Spend all my life not knowing who oooh I wasn't looking for you It never crossed my mind It never mattered much Now I need you more than ever to hold and touch There's nothing I won't do oooh Your hand in mine I wasn't looking for you I will never be alone Lonely nights are dead and gone Fiddle Solo Cause of you It was the easiest thing I ever had to do Spend all my life not knowing who oooh Lay down my heart lay down yours too I wasn't looking for you I wasn't looking for you
167097,167097,nobody-knows,2014,eddie-money,Rock,Gee it's great now to see you How are you and him getting by Why is it hard for you to look me in the eye Ooh the dress that you're wearing Really looks terrific on you Does he really know how well I know you too But nobody knows Nobody knows you like I do And you know it's true 'Cause the people round you Got too much to do And nobody knows you like me Nobody knows Nobody knows Tell me how are you feeling Dealing with society With your diamond rings your third trip to Paris C'est la vie 'Cause now you're back in my arms again If only for a minute or two Give me one last chance yeah one more dance with you Well nobody knows Nobody knows you like I do And nobody cares nobody sees Nobody knows you like me No no nobody knows Nobody knows you like I do And you know it's true 'Cause the people round you Got too much to do And nobody knows you like me Nobody knows nobody knows You like I do Can't you see can't you see now Nobody knows Nobody knows you like I do Babe you know it's true Nobody cares nobody sees No no no nobody Nobody knows Nobody knows you like I do Girl you know it's true 'Cause the people round you Got too much to do Nobody knows you like me No no no 'Cause the people round you They got too much to do And nobody knows you like me Nobody knows nobody sees Nobody knows you like me Well your trips to Paris Well they don't impress me Nobody knows you like me Nobody knows nobody sees No I said no nobody Nobody knows you like me I said no nobody Nobody knows nobody sees
264051,264051,different-ways,2007,beatsteaks,Rock,I can't believe this could be the end but we've spoken these empty words I remember everything it hurts why do you simply walk away who's different now It's not what you said before not what you said before Hey what do you think now Maybe you say the same Anyway we go different ways we have different friends in different places and I wonder why it's not what you said before not what you said before You turn away away from me 
